time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2003-11-20T12:59:30.310Z,45.749,26.69,140,3.9,md,8,127.7,,,us,usp000cdg8,2014-11-07T01:20:31.796Z,"Romania",earthquake,,,,,reviewed,buc,buc
2003-10-05T21:38:17.020Z,45.669,26.333,160.6,4.5,mb,196,30.2,,1.11,us,usp000c9qc,2014-11-07T01:20:08.786Z,"Romania",earthquake,,2.6,,80,reviewed,us,us
2003-09-16T09:25:15.760Z,45.666,26.654,86.8,4,md,16,123.5,,,us,usp000c7pw,2014-11-07T01:19:49.949Z,"Romania",earthquake,,,,,reviewed,buc,buc
2003-08-26T07:17:13.230Z,44.345,21.13,10,3.7,ml,30,118.6,,0.54,us,usp000c5ym,2014-11-07T01:19:35.464Z,"Serbia",earthquake,,,,,reviewed,us,pdg
2003-06-19T18:02:42.800Z,45.006,23.003,33,3.3,ml,14,163.8,,0.64,us,usp000c08u,2014-11-07T01:18:57.632Z,"Romania",earthquake,,,,,reviewed,us,bud
2003-04-22T22:01:56.820Z,44.257,21.362,10,2.9,ml,31,137.6,,0.73,us,usp000bvsm,2014-11-07T01:18:24.894Z,"Serbia",earthquake,,,,,reviewed,us,bud
2003-03-26T06:08:54.410Z,45.485,26.457,135.5,4.1,md,6,115.2,,,us,usp000bthd,2014-11-07T01:18:08.564Z,"Romania",earthquake,,,,,reviewed,buc,buc
2002-12-30T15:41:35.360Z,45.679,26.565,153.5,4.5,md,26,,,,us,usp000bmr5,2014-11-07T01:17:26.859Z,"Romania",earthquake,,,,,reviewed,buc,buc
2002-12-15T13:37:42.430Z,45.863,26.745,113.9,3.8,md,10,,,0.8,us,usp000bkrv,2014-11-07T01:17:21.931Z,"Romania",earthquake,,12.7,,,reviewed,us,buc
2002-11-30T08:15:46.800Z,45.726,26.568,162.5,5,mb,155,,,0.98,us,usp000bjry,2014-11-07T01:17:12.502Z,"Romania",earthquake,,,,62,reviewed,us,us
2002-11-03T20:30:20.720Z,45.81,26.705,105.6,3.6,mb,22,,,1.21,us,usp000bg0d,2014-11-07T01:16:57.017Z,"Romania",earthquake,,9.9,,1,reviewed,us,us
2002-09-10T15:09:34.020Z,45.714,26.704,137,3.6,mb,21,,,0.65,us,usp000bbx9,2014-11-07T01:16:29.659Z,"Romania",earthquake,,4.6,,1,reviewed,us,us
2002-09-06T05:04:01.890Z,45.578,26.414,101.9,3.9,mb,91,,,1.23,us,usp000bbck,2014-11-07T01:16:27.747Z,"Romania",earthquake,,4.3,,14,reviewed,us,us
2002-08-03T12:40:16.550Z,45.631,26.713,146.2,4,mb,55,,,1.45,us,usp000b988,2014-11-07T01:16:12.630Z,"Romania",earthquake,,4.9,,19,reviewed,us,us
2002-08-02T09:37:18.220Z,44.711,21.62,10,4.5,mb,133,,,1.12,us,usp000b95w,2014-11-07T01:16:11.310Z,"Serbia-Romania border region",earthquake,,,,11,reviewed,us,us
2002-07-14T20:18:02.960Z,45.548,26.401,136.1,3.1,mb,17,,,0.6,us,usp000b841,2014-11-07T01:16:04.056Z,"Romania",earthquake,,7.1,,1,reviewed,us,us
2002-06-22T13:26:44.440Z,44.094,21.303,10,4.1,ml,57,,,1.06,us,usp000b6qn,2014-11-07T01:15:52.593Z,"Serbia",earthquake,,,,,reviewed,us,zag
2002-06-14T23:49:14.890Z,45.676,26.519,143.6,3.6,mb,33,,,0.86,us,usp000b669,2014-11-07T01:15:50.098Z,"Romania",earthquake,,4.7,,3,reviewed,us,us
2002-05-24T20:42:26.770Z,44.761,21.611,10,4.7,mb,227,,,1.21,us,usp000b4ww,2017-04-26T18:00:11.959Z,"Serbia-Romania border region",earthquake,,,,66,reviewed,us,us
2002-05-23T03:25:59.880Z,44.729,21.654,10,3.5,md,35,,,0.79,us,usp000b4tr,2014-11-07T01:15:39.227Z,"Serbia-Romania border region",earthquake,,,,,reviewed,us,pdg
2002-05-03T18:31:59.310Z,45.685,26.291,152.4,4.4,mb,130,,,1.16,us,usp000b3nr,2014-11-07T01:15:33.943Z,"Romania",earthquake,,,,62,reviewed,us,us
2002-03-16T22:39:07.310Z,45.553,26.558,150.6,3.8,mb,61,,,1.35,us,usp000b0f9,2014-11-07T01:15:10.168Z,"Romania",earthquake,,5,,13,reviewed,us,us
2001-10-17T13:01:31.280Z,45.628,26.479,91.5,4.4,mb,163,,,1.03,us,usp000ar44,2014-11-07T01:14:00.452Z,"Romania",earthquake,,,,62,reviewed,us,us
2001-08-01T04:48:54.270Z,45.667,26.584,135.4,3.5,mb,28,,,1.1,us,usp000aknf,2014-11-07T01:13:26.628Z,"Romania",earthquake,,4.9,,1,reviewed,us,us
2001-07-20T05:09:39.670Z,45.749,26.734,128.6,5.3,mwc,315,,,1.12,us,usp000ajvs,2016-11-09T23:01:37.621Z,"Romania",earthquake,,,,,reviewed,us,hrv
2001-05-24T17:34:01.020Z,45.688,26.416,141.6,5.2,mwc,333,,,1.08,us,usp000affk,2016-11-09T22:35:53.741Z,"Romania",earthquake,,,,,reviewed,us,hrv
2001-05-20T03:59:00.610Z,45.571,26.407,152.4,3.6,mb,41,,,1.01,us,usp000af7j,2014-11-07T01:12:49.153Z,"Romania",earthquake,,4.5,,9,reviewed,us,us
2001-03-28T22:07:44.010Z,45.697,27.018,138.3,3.8,mb,33,,,1.02,us,usp000ac5a,2014-11-07T01:12:26.309Z,"Romania",earthquake,,6.4,,8,reviewed,us,us
2001-03-04T15:38:45.840Z,45.535,26.246,150,4.6,mb,167,,,1.08,us,usp000aawr,2014-11-07T01:12:18.226Z,"Romania",earthquake,,2.6,,48,reviewed,us,us
2000-11-30T21:31:23.220Z,45.599,26.401,144.7,4,mb,28,,,0.99,us,usp000a59t,2014-11-07T01:11:35.814Z,"Romania",earthquake,,4.8,,2,reviewed,us,us
2000-10-05T23:04:11.410Z,45.624,21.241,10,3,ml,10,,,0.95,us,usp000a1au,2014-11-07T01:11:14.166Z,"Romania",earthquake,,,,,reviewed,us,bra
2000-07-01T20:50:01.070Z,45.721,26.724,70.6,3.7,mb,45,,,1.25,us,usp0009vjc,2014-11-07T01:10:29.517Z,"Romania",earthquake,,6.3,,8,reviewed,us,us
2000-05-10T04:27:13.580Z,45.742,26.539,133.1,3.9,mb,,,,1.3,us,usp0009sq8,2014-11-07T01:10:06.432Z,"Romania",earthquake,,5,,21,reviewed,us,us
2000-05-03T01:25:24.430Z,45.171,26.401,100,3.1,mb,,,,0.62,us,usp0009s8v,2014-11-07T01:10:02.193Z,"Romania",earthquake,,,,1,reviewed,us,us
2000-04-06T00:10:38.780Z,45.743,26.58,132.6,5.2,mwc,,,,1.03,us,usp0009qvs,2016-11-09T22:14:29.863Z,"Romania",earthquake,,,,,reviewed,us,hrv
2000-03-08T22:11:28.560Z,45.792,26.767,62.6,4.4,mb,,,,1.34,us,usp0009pf0,2014-11-07T01:09:40.227Z,"Romania",earthquake,,,,42,reviewed,us,us
2000-02-01T07:09:43.960Z,43.844,21.379,10,2.9,m,,,,0.68,us,usp0009mx7,2014-11-07T01:09:24.870Z,"Serbia",earthquake,,,,,reviewed,us,sko
2000-01-19T23:09:39.070Z,47.993,26.814,33,3.6,mb,,,,1.38,us,usp0009mcx,2014-11-07T01:09:20.814Z,"Romania",earthquake,,,,2,reviewed,us,us
1999-12-21T03:22:37.550Z,44.975,23.073,33,3.8,mb,,,,1.21,us,usp0009k39,2014-11-07T01:09:10.461Z,"Romania",earthquake,,,,3,reviewed,us,us
1999-12-20T23:40:22.280Z,43.993,21.058,10,3.6,mb,,,,1.01,us,usp0009k30,2014-11-07T01:09:10.429Z,"Serbia",earthquake,,,,1,reviewed,us,us
1999-11-14T09:05:58.950Z,45.54,26.244,135.6,4.6,mb,,,,1.08,us,usp0009hkn,2014-11-07T01:08:58.027Z,"Romania",earthquake,,2.5,,48,reviewed,us,us
1999-11-08T19:22:52.520Z,45.604,26.38,138.4,4.4,mb,,,,1.37,us,usp0009h9b,2014-11-07T01:08:55.986Z,"Romania",earthquake,,4.3,,28,reviewed,us,us
1999-06-29T20:04:06.240Z,45.658,26.527,124.3,4,mb,,,,1.32,us,usp0009at4,2014-11-07T01:07:58.063Z,"Romania",earthquake,,,,5,reviewed,us,us
1999-06-20T00:09:07.350Z,45.666,26.554,130.2,3.6,mb,,,,1.37,us,usp0009a6b,2014-11-07T01:07:55.121Z,"Romania",earthquake,,13.3,,1,reviewed,us,us
1999-04-29T18:44:12.790Z,45.66,26.398,154.2,4,mb,,,,1.17,us,usp0009725,2014-11-07T01:07:31.752Z,"Romania",earthquake,,4.4,,10,reviewed,us,us
1999-04-28T08:47:55.490Z,45.464,26.183,155.9,5.4,mwc,,,,0.87,us,usp00096zm,2016-11-09T22:24:26.541Z,"Romania",earthquake,,1.8,,,reviewed,us,hrv
1999-04-04T01:21:12.380Z,45.651,26.502,154.6,3.6,mb,,,,0.91,us,usp00095rt,2014-11-07T01:07:22.657Z,"Romania",earthquake,,6.3,,2,reviewed,us,us
1999-03-23T09:11:40.530Z,45.717,26.482,167,3.8,mb,,,,0.85,us,usp0009513,2014-11-07T01:07:15.832Z,"Romania",earthquake,,6.4,,2,reviewed,us,us
1999-03-22T19:25:53.040Z,45.506,26.31,149.1,4.1,mb,,,,1.05,us,usp00094zy,2014-11-07T01:07:15.712Z,"Romania",earthquake,,3.1,,8,reviewed,us,us
1999-03-17T22:10:43.710Z,45.732,26.481,150,4.4,mb,,,,0.97,us,usp00094ps,2014-11-07T01:07:14.482Z,"Romania",earthquake,,3.9,,5,reviewed,us,us
1999-01-23T17:01:08.290Z,45.644,26.555,147.1,3.9,mb,,,,1.18,us,usp00091kc,2014-11-07T01:06:50.944Z,"Romania",earthquake,,4.8,,9,reviewed,us,us
1999-01-04T00:30:35.550Z,48.147,23.01,33,4.1,mb,,,,1.42,us,usp00090kh,2014-11-07T01:06:46.170Z,"Ukraine",earthquake,,,,2,reviewed,us,us
1998-11-14T11:14:58.160Z,46.138,26.651,150,3.8,mb,,,,1.16,us,usp0008y6c,2014-11-07T01:06:26.989Z,"Romania",earthquake,,,,1,reviewed,us,us
1998-07-27T15:02:18.510Z,45.624,26.472,140.9,4.4,mb,,,,1,us,usp0008s8r,2014-11-07T01:05:39.046Z,"Romania",earthquake,,3,,18,reviewed,us,us
1998-07-03T06:14:48.690Z,45.63,26.753,150.1,3.9,mb,,,,0.98,us,usp0008qvu,2014-11-07T01:05:31.626Z,"Romania",earthquake,,5.6,,4,reviewed,us,us
1998-05-04T16:10:09.550Z,45.698,26.63,156.1,4,mb,,,,1.47,us,usp0008mfa,2014-11-07T01:05:10.262Z,"Romania",earthquake,,5.8,,6,reviewed,us,us
1998-04-14T01:03:51.580Z,45.708,26.525,150,3.5,mb,,,,0.98,us,usp0008k60,2014-11-07T01:04:59.544Z,"Romania",earthquake,,,,3,reviewed,us,us
1998-03-13T13:14:37.570Z,45.612,26.299,153.9,5.2,mwc,,,,1.03,us,usp0008he4,2016-11-09T22:04:35.414Z,"Romania",earthquake,,,,,reviewed,us,hrv
1998-01-19T00:53:50.540Z,45.62,26.602,108.6,4.3,mb,,,,1.07,us,usp0008em9,2014-11-07T01:04:21.174Z,"Romania",earthquake,,4.2,,4,reviewed,us,us
1997-12-30T04:39:29.020Z,45.578,26.364,135.1,4.7,mb,,,,1.18,us,usp0008ddb,2014-11-07T01:04:11.691Z,"Romania",earthquake,,,,74,reviewed,us,us
1997-12-18T23:21:20.440Z,45.59,26.266,144.1,3.9,mb,,,,1.05,us,usp0008cw7,2014-11-07T01:04:08.667Z,"Romania",earthquake,,4.6,,4,reviewed,us,us
1997-12-06T12:17:23.670Z,45.675,27.092,33,4.2,mb,,,,1.32,us,usp0008c2j,2014-11-07T01:04:05.273Z,"Romania",earthquake,,,,2,reviewed,us,us
1997-11-18T11:23:15.680Z,45.718,26.734,117.9,4.5,mb,,,,1.21,us,usp0008aw0,2014-11-07T01:03:55.491Z,"Romania",earthquake,,,,34,reviewed,us,us
1997-10-11T18:59:59.880Z,45.753,26.708,118.7,4.3,mb,,,,1.2,us,usp00088vx,2014-11-07T01:03:41.171Z,"Romania",earthquake,,4,,16,reviewed,us,us
1997-07-14T00:37:23.080Z,45.866,26.675,139.9,3.6,mb,,,,1.42,us,usp00084u6,2014-11-07T01:03:08.426Z,"Romania",earthquake,,5.9,,7,reviewed,us,us
1997-03-01T19:26:05.410Z,45.779,26.602,114.6,4,mb,,,,0.94,us,usp0007y3e,2014-11-07T01:02:15.211Z,"Romania",earthquake,,4.3,,2,reviewed,us,us
1997-01-01T01:44:02.310Z,45.664,26.577,141.4,3.6,mb,,,,0.66,us,usp0007v97,2014-11-07T01:01:52.814Z,"Romania",earthquake,,7.2,,1,reviewed,us,us
1996-09-27T22:27:47.680Z,45.742,26.719,128.1,3.8,mb,,,,0.59,us,usp0007qk9,2014-11-07T01:01:13.806Z,"Romania",earthquake,,3.9,,4,reviewed,us,us
1996-09-26T20:29:34.530Z,44.115,21.017,10,4.5,mb,,,,1.25,us,usp0007qhg,2014-11-07T01:01:13.442Z,"Serbia",earthquake,,,,1,reviewed,us,us
1996-08-14T12:36:10.970Z,45.966,26.627,129,4,mb,,,,1.5,us,usp0007njr,2014-11-07T01:00:58.955Z,"Romania",earthquake,,,,30,reviewed,us,us
1996-06-26T10:10:09.450Z,45.524,26.346,125,3.7,mb,,,,1.2,us,usp0007ka5,2014-11-07T01:00:40.779Z,"Romania",earthquake,,5.6,,7,reviewed,us,us
1996-06-11T21:45:06.270Z,45.74,27.234,38.4,4,mb,,,,1.2,us,usp0007jme,2014-11-07T01:00:37.223Z,"Romania",earthquake,,8.7,,8,reviewed,us,us
1996-06-07T05:09:22.210Z,45.511,26.371,134.6,4.3,mb,,,,1.2,us,usp0007j8y,2014-11-07T01:00:34.966Z,"Romania",earthquake,,3.3,,45,reviewed,us,us
1996-04-19T06:50:55.550Z,45.695,26.544,145.1,3.7,mb,,,,1,us,usp0007gbv,2014-11-07T01:00:18.119Z,"Romania",earthquake,,4.1,,11,reviewed,us,us
1996-03-24T09:13:28.030Z,45.623,21.023,22.6,4.8,mb,,,,1.1,us,usp0007f75,2014-11-07T01:00:08.274Z,"Romania",earthquake,,9,,2,reviewed,us,us
1996-03-02T15:42:00.910Z,45.553,26.362,144.7,3.6,mb,,,,0.9,us,usp0007e8g,2014-11-07T01:00:02.524Z,"Romania",earthquake,,4.8,,2,reviewed,us,us
1996-02-03T07:07:27.470Z,45.798,26.907,100,3.1,mb,,,,0.8,us,usp0007c7b,2014-11-07T00:59:49.367Z,"Romania",earthquake,,,,1,reviewed,us,us
1996-01-30T04:36:59.470Z,45.631,26.63,96.8,4.3,mb,,,,0.7,us,usp0007bzh,2014-11-07T00:59:44.676Z,"Romania",earthquake,,3.4,,8,reviewed,us,us
1995-11-28T08:16:05.830Z,45.215,24.225,23,3.7,ml,,,,1.1,us,usp00077p7,2014-11-07T00:59:14.463Z,"Romania",earthquake,,4,,,reviewed,us,ttg
1995-11-27T16:03:13.390Z,45.628,26.76,113.3,4.9,mb,,,,0.7,us,usp00077n0,2014-11-07T00:59:14.350Z,"Romania",earthquake,,16.7,,1,reviewed,us,us
1995-10-25T11:44:22.650Z,45.48,26,105,4.3,mb,,,,1,us,usp00075rg,2014-11-07T00:59:00.749Z,"Romania",earthquake,,23.1,,1,reviewed,us,us
1995-10-16T21:13:03.880Z,47.489,25.177,10,3.7,mb,,,,1,us,usp000758z,2014-11-07T00:58:58.191Z,"Romania",earthquake,,,,1,reviewed,us,us
1995-09-06T10:58:44.490Z,45.553,26.39,125.9,4.3,mb,,,,0.7,us,usp00072zt,2014-11-07T00:58:41.618Z,"Romania",earthquake,,3.3,,48,reviewed,us,us
1995-08-24T15:14:36.540Z,45.468,21.071,62.8,4.4,mb,,,,1,us,usp00072c3,2014-11-07T00:58:35.178Z,"Romania",earthquake,,9.5,,2,reviewed,us,us
1995-08-20T01:43:49.240Z,45.185,28.135,33,3.7,mb,,,,1.5,us,usp000724n,2014-11-07T00:58:33.922Z,"Ukraine-Romania-Moldova border region",earthquake,,,,17,reviewed,us,us
1995-06-25T20:24:29.070Z,45.728,26.875,91.5,3.6,mb,,,,1,us,usp0006zpt,2014-11-07T00:58:11.717Z,"Romania",earthquake,,6.6,,4,reviewed,us,us
1995-03-30T21:21:53.920Z,45.551,26.404,129.2,4.2,mb,,,,0.7,us,usp0006uy8,2014-11-07T00:57:34.442Z,"Romania",earthquake,,4.3,,8,reviewed,us,us
1995-03-14T18:31:15.470Z,45.75,26.652,92.8,3.9,mb,,,,1.1,us,usp0006u6n,2014-11-07T00:57:30.846Z,"Romania",earthquake,,7.6,,3,reviewed,us,us
1995-03-09T20:44:45.930Z,45.714,26.487,147.6,3.7,mb,,,,1,us,usp0006tzr,2014-11-07T00:57:29.467Z,"Romania",earthquake,,6.4,,9,reviewed,us,us
1995-02-12T06:05:54.850Z,45.521,21.007,10,3.5,ml,,,,0.9,us,usp0006sst,2014-11-07T00:57:19.006Z,"Romania",earthquake,,,,,reviewed,us,ttg
1995-01-28T07:31:58.130Z,45.547,25.101,25.3,3.8,mb,,,,1.2,us,usp0006s07,2014-11-07T00:57:11.847Z,"Romania",earthquake,,9.5,,1,reviewed,us,us
1994-12-16T05:45:09.950Z,44.106,21.348,10,4.3,mb,,,,1.1,us,usp0006q3h,2014-11-07T00:56:58.240Z,"Serbia",earthquake,,,,1,reviewed,us,us
1994-11-12T19:34:39.250Z,45.541,21.008,10,4.1,ml,,,,1.1,us,usp0006nfe,2014-11-07T00:56:46.794Z,"Romania",earthquake,,,,,reviewed,us,ttg
1994-10-23T19:23:08.210Z,45.561,26.487,155.7,3.3,mb,,,,0.7,us,usp0006mkq,2014-11-07T00:56:33.163Z,"Romania",earthquake,,11.5,,1,reviewed,us,us
1994-10-23T12:38:54.630Z,45.609,26.488,157.2,3.2,mb,,,,0.7,us,usp0006mkd,2014-11-07T00:56:33.129Z,"Romania",earthquake,,11.4,,1,reviewed,us,us
1994-10-18T09:00:07.040Z,45.536,26.399,160.8,4.2,mb,,,,1,us,usp0006m9x,2014-11-07T00:56:31.830Z,"Romania",earthquake,,4.5,,16,reviewed,us,us
1994-10-15T01:42:51.220Z,45.475,21.015,10,4.2,ml,,,,1.4,us,usp0006m4r,2014-11-07T00:56:31.199Z,"Romania",earthquake,,,,,reviewed,us,ttg
1994-10-13T23:31:27.510Z,45.493,21.004,10,4.7,mb,,,,1.2,us,usp0006m2y,2014-11-07T00:56:31.006Z,"Romania",earthquake,,,,4,reviewed,us,us
1994-10-13T13:49:28.800Z,45.554,21.192,23,4.1,md,,,,1.5,us,usp0006m26,2014-11-07T00:56:30.922Z,"Romania",earthquake,,6.6,,,reviewed,us,ttg
1994-09-29T21:29:24.490Z,45.511,26.988,52.4,3,mb,,,,1.1,us,usp0006k6p,2014-11-07T00:56:21.594Z,"Romania",earthquake,,10.2,,1,reviewed,us,us
1994-09-06T20:11:40.820Z,45.526,26.565,134.6,3.8,mb,,,,1.4,us,usp0006j1u,2014-11-07T00:56:14.176Z,"Romania",earthquake,,6.2,,16,reviewed,us,us
1994-08-10T11:06:06.510Z,47.314,23.952,57.8,3.1,mb,,,,0.7,us,usp0006gsr,2014-11-07T00:56:01.639Z,"Romania",earthquake,,15.7,,1,reviewed,us,us
1994-08-09T07:52:57.170Z,45.513,26.332,163,3.6,mb,,,,0.9,us,usp0006gr5,2014-11-07T00:56:01.462Z,"Romania",earthquake,,5.3,,1,reviewed,us,us
1994-06-06T07:29:08.180Z,45.685,26.642,133.6,4.7,mb,,,,1.1,us,usp0006du0,2014-11-07T00:55:39.642Z,"Romania",earthquake,,3.3,,41,reviewed,us,us
1994-04-08T04:25:03.690Z,45.504,26.339,140.6,3.1,mb,,,,0.6,us,usp0006atd,2014-11-07T00:55:16.983Z,"Romania",earthquake,,9.1,,1,reviewed,us,us
1994-03-05T12:57:25.530Z,45.026,28.861,33,3.1,mb,,,,1.5,us,usp000699n,2014-11-07T00:55:06.812Z,"Ukraine-Romania-Moldova border region",earthquake,,,,1,reviewed,us,us
1994-03-04T22:21:34.130Z,45.614,26.748,149.2,3.3,mb,,,,1.1,us,usp000698t,2014-11-07T00:55:06.599Z,"Romania",earthquake,,7.3,,3,reviewed,us,us
1994-02-27T19:28:59.510Z,45.754,26.753,130,3.8,mb,,,,0.9,us,usp0006928,2014-11-07T00:55:01.900Z,"Romania",earthquake,,4.6,,7,reviewed,us,us
1994-02-19T12:27:19.910Z,45.604,26.385,166.7,4.1,mb,,,,1,us,usp00068r0,2014-11-07T00:55:00.222Z,"Romania",earthquake,,4.9,,13,reviewed,us,us
1993-12-11T02:09:50.670Z,45.719,26.664,147,3.6,mb,,,,0.9,us,usp00064z4,2014-11-07T00:54:35.181Z,"Romania",earthquake,,6.8,,2,reviewed,us,us
1993-11-04T10:52:50.380Z,45.692,26.62,132.8,4.2,mb,,,,1.2,us,usp000635t,2014-11-07T00:54:21.343Z,"Romania",earthquake,,4.3,,18,reviewed,us,us
1993-09-29T00:03:43.440Z,44.323,27.059,10,4.1,md,,,,1,us,usp000616q,2014-11-07T00:54:03.386Z,"Romania",earthquake,,,,,reviewed,us,buc
1993-09-21T19:26:58.620Z,45.776,26.53,31.8,3.2,mb,,,,1.1,us,usp00060tb,2014-11-07T00:54:01.025Z,"Romania",earthquake,,6.3,,2,reviewed,us,us
1993-09-18T08:04:07.560Z,45.66,26.677,179.1,3.2,mb,,,,0.6,us,usp00060jz,2014-11-07T00:53:59.010Z,"Romania",earthquake,,11,,1,reviewed,us,us
1993-09-03T03:42:31.970Z,45.519,26.636,109.7,4.1,mb,,,,0.9,us,usp0005znt,2014-11-07T00:53:54.142Z,"Romania",earthquake,,11.1,,2,reviewed,us,us
1993-08-26T21:32:33.310Z,45.727,26.565,135.5,5,mb,,,,1.2,us,usp0005z9k,2014-11-07T00:53:49.038Z,"Romania",earthquake,,,,89,reviewed,us,us
1993-07-30T14:25:51.920Z,45.684,26.568,148.4,4.7,mb,,,,1,us,usp0005xph,2014-11-07T00:53:34.750Z,"Romania",earthquake,,2.8,,55,reviewed,us,us
1993-05-23T19:24:14.440Z,45.332,25.383,24.2,2.8,mb,,,,1.2,us,usp0005tbx,2014-11-07T00:53:03.718Z,"Romania",earthquake,,7.3,,1,reviewed,us,us
1993-05-23T17:19:23.650Z,45.365,25.512,22.1,4.7,mb,,,,1.2,us,usp0005tbt,2014-11-07T00:53:03.689Z,"Romania",earthquake,,3.3,,61,reviewed,us,us
1993-05-07T11:47:01.250Z,45.738,25.124,14.4,3.6,mb,,,,1.5,us,usp0005sca,2014-11-07T00:52:58.434Z,"Romania",earthquake,,6.6,,1,reviewed,us,us
1993-05-06T22:43:27.430Z,45.486,26.217,160.2,3.5,mb,,,,0.7,us,usp0005sbe,2014-11-07T00:52:58.288Z,"Romania",earthquake,,5.5,,4,reviewed,us,us
1993-04-18T02:03:21.370Z,45.508,26.336,143.4,3.7,mb,,,,0.7,us,usp0005rbr,2014-11-07T00:52:50.007Z,"Romania",earthquake,,6.9,,1,reviewed,us,us
1993-03-17T03:14:53.400Z,45.769,26.639,94.5,3.6,mb,,,,0.9,us,usp0005pnb,2014-11-07T00:52:36.033Z,"Romania",earthquake,,5.7,,2,reviewed,us,us
1993-03-16T07:22:26.860Z,44.134,21.844,10,2.7,ml,,,,1.2,us,usp0005pkm,2014-11-07T00:52:35.804Z,"Serbia",earthquake,,,,,reviewed,us,ttg
1993-03-09T14:17:05.860Z,45.616,26.392,152.1,4.2,mb,,,,1,us,usp0005p7g,2014-11-07T00:52:34.101Z,"Romania",earthquake,,3.7,,7,reviewed,us,us
1993-01-21T15:01:06.870Z,45.608,26.585,156.4,3.9,mb,,,,1,us,usp0005m21,2014-11-07T00:52:16.013Z,"Romania",earthquake,,8.1,,2,reviewed,us,us
1992-12-23T21:05:14.460Z,45.555,21.031,35.2,3.6,ml,,,,1.3,us,usp0005jra,2014-11-07T00:52:04.723Z,"Romania",earthquake,,19.2,,,reviewed,us,ttg
1992-12-15T10:25:53.740Z,45.465,26.29,146.4,4.3,mb,,,,1.2,us,usp0005jat,2014-11-07T00:52:02.781Z,"Romania",earthquake,,3.8,,28,reviewed,us,us
1992-12-09T23:43:36.990Z,45.602,26.773,142.6,4.1,mb,,,,1.1,us,usp0005j1p,2014-11-07T00:52:01.624Z,"Romania",earthquake,,4.7,,13,reviewed,us,us
1992-11-21T12:55:49.080Z,45.671,26.656,136.7,5.2,mb,,,,1,us,usp0005h55,2014-11-07T00:51:53.595Z,"Romania",earthquake,,2.3,,70,reviewed,us,us
1992-11-11T14:06:19.430Z,45.659,26.513,141.7,4.4,mb,,,,1.1,us,usp0005gq5,2014-11-07T00:51:51.298Z,"Romania",earthquake,,,,21,reviewed,us,us
1992-11-10T01:17:17.250Z,45.636,26.465,152.3,4.4,mb,,,,1.1,us,usp0005gm9,2014-11-07T00:51:50.841Z,"Romania",earthquake,,3.4,,20,reviewed,us,us
1992-10-23T09:21:11.730Z,45.797,26.734,69.8,4.8,mb,,,,1.1,us,usp0005fs1,2014-11-07T00:51:42.524Z,"Romania",earthquake,,4.4,,57,reviewed,us,us
1992-10-12T19:33:42.780Z,45.552,26.468,103.4,4.7,mb,,,,1.2,us,usp0005f8m,2014-11-07T00:51:39.621Z,"Romania",earthquake,,3.6,,68,reviewed,us,us
1992-08-17T00:08:53.910Z,45.571,26.536,107.2,4.9,mb,,,,1.1,us,usp0005ck0,2014-11-07T00:51:16.562Z,"Romania",earthquake,,,,30,reviewed,us,us
1992-07-15T17:42:59.060Z,45.544,26.406,142.4,3.7,mb,,,,1.3,us,usp0005awg,2014-11-07T00:51:04.335Z,"Romania",earthquake,,12.2,,2,reviewed,us,us
1992-07-12T20:23:14.120Z,45.672,27.122,45.9,3.7,mb,,,,1.4,us,usp0005ark,2014-11-07T00:51:03.516Z,"Romania",earthquake,,10.4,,7,reviewed,us,us
1992-07-09T19:55:52.930Z,46.608,27.967,33,3.3,mb,,,,1.3,us,usp0005ak8,2014-11-07T00:51:02.566Z,"Romania",earthquake,,,,2,reviewed,us,us
1992-06-02T12:12:15.620Z,45.743,26.763,113.2,4.1,mb,,,,0.9,us,usp00058jw,2014-11-07T00:50:46.458Z,"Romania",earthquake,,4.9,,9,reviewed,us,us
1992-05-03T13:10:00.690Z,45.548,26.404,156.3,3.9,mb,,,,1,us,usp00056v6,2014-11-07T00:50:34.406Z,"Romania",earthquake,,4.1,,15,reviewed,us,us
1992-04-23T16:44:54.080Z,45.557,26.541,149.1,4.3,mb,,,,1.1,us,usp000568w,2014-11-07T00:50:29.128Z,"Romania",earthquake,,3.4,,32,reviewed,us,us
1992-04-09T08:02:50.470Z,45.798,26.85,103.9,4.2,md,,,,0.8,us,usp00055hu,2014-11-07T00:50:25.920Z,"Romania",earthquake,,7.3,,,reviewed,us,the
1992-03-31T15:04:38.790Z,45.689,26.564,145.2,4.7,mb,,,,1.1,us,usp000554j,2014-11-07T00:50:20.437Z,"Romania",earthquake,,2.9,,52,reviewed,us,us
1992-03-02T20:33:21.360Z,45.952,21.63,25.6,4.6,mb,,,,0.9,us,usp00053sg,2014-11-07T00:50:12.826Z,"Romania",earthquake,,3.3,,7,reviewed,us,us
1992-02-12T01:18:29.970Z,44.475,22.296,10,2.9,m,,,,1.4,us,usp00052yc,2014-11-07T00:50:05.460Z,"Serbia",earthquake,,,,,reviewed,us,beo
1991-12-26T03:13:14.620Z,45.34,21.301,10,3.2,m,,,,0.3,us,usp00050z9,2014-11-07T00:49:47.244Z,"Romania",earthquake,,,,,reviewed,us,beo
